Fecha Emisión :31/12/2021 - 21:35;
Trading day;Product;Place of delivery;Area;First Day Delivery;Last Day Delivery;"MIBGAS Daily Price [EUR/MWh]";
14/09/2021;GDAES_D+1;PVB;ES;15/09/2021;15/09/2021;69.25;
14/09/2021;GMAES;PVB;ES;01/10/2021;31/10/2021;67.5;
14/09/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;68.1;
14/09/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;34.41;
13/09/2021;GDAES_D+1;PVB;ES;14/09/2021;14/09/2021;63.72;
13/09/2021;GMAES;PVB;ES;01/10/2021;31/10/2021;62.96;
13/09/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;64.15;
13/09/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;34.41;
12/09/2021;GDAES_D+1;PVB;ES;13/09/2021;13/09/2021;61.45;
11/09/2021;GDAES_D+1;PVB;ES;12/09/2021;12/09/2021;60;
10/09/2021;GDAES_D+1;PVB;ES;11/09/2021;11/09/2021;58.79;
10/09/2021;GMAES;PVB;ES;01/10/2021;31/10/2021;59.38;
10/09/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;51.45;
10/09/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;34.41;
09/09/2021;GDAES_D+1;PVB;ES;10/09/2021;10/09/2021;59.32;
09/09/2021;GMAES;PVB;ES;01/10/2021;31/10/2021;58.75;
09/09/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;51.45;
09/09/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;34.41;
08/09/2021;GDAES_D+1;PVB;ES;09/09/2021;09/09/2021;57.98;
08/09/2021;GMAES;PVB;ES;01/10/2021;31/10/2021;56.9;
08/09/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;51.45;
08/09/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;34.41;
07/09/2021;GDAES_D+1;PVB;ES;08/09/2021;08/09/2021;54.82;
07/09/2021;GMAES;PVB;ES;01/10/2021;31/10/2021;54.9;
07/09/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;51.45;
07/09/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;34.41;
06/09/2021;GDAES_D+1;PVB;ES;07/09/2021;07/09/2021;53.77;
06/09/2021;GMAES;PVB;ES;01/10/2021;31/10/2021;54.3;
06/09/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;51.45;
06/09/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;34.41;
05/09/2021;GDAES_D+1;PVB;ES;06/09/2021;06/09/2021;53.1;
04/09/2021;GDAES_D+1;PVB;ES;05/09/2021;05/09/2021;51.11;
03/09/2021;GDAES_D+1;PVB;ES;04/09/2021;04/09/2021;52.11;
03/09/2021;GMAES;PVB;ES;01/10/2021;31/10/2021;53.85;
03/09/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;51.45;
03/09/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;34.41;
02/09/2021;GDAES_D+1;PVB;ES;03/09/2021;03/09/2021;53.18;
02/09/2021;GMAES;PVB;ES;01/10/2021;31/10/2021;53.15;
02/09/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;51.45;
02/09/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;34.41;
01/09/2021;GDAES_D+1;PVB;ES;02/09/2021;02/09/2021;52.33;
01/09/2021;GMAES;PVB;ES;01/10/2021;31/10/2021;52.25;
01/09/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;51.45;
01/09/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;34.25;
31/08/2021;GDAES_D+1;PVB;ES;01/09/2021;01/09/2021;51.98;
31/08/2021;GMAES;PVB;ES;01/09/2021;30/09/2021;50.85;
31/08/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;52.35;
31/08/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;34.73;
30/08/2021;GDAES_D+1;PVB;ES;31/08/2021;31/08/2021;51.17;
30/08/2021;GMAES;PVB;ES;01/09/2021;30/09/2021;49.95;
30/08/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;47.45;
30/08/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;32.95;
29/08/2021;GDAES_D+1;PVB;ES;30/08/2021;30/08/2021;50.2;
28/08/2021;GDAES_D+1;PVB;ES;29/08/2021;29/08/2021;46.13;
27/08/2021;GDAES_D+1;PVB;ES;28/08/2021;28/08/2021;46;
27/08/2021;GMAES;PVB;ES;01/09/2021;30/09/2021;48.1;
27/08/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;47.45;
27/08/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;32.95;
26/08/2021;GDAES_D+1;PVB;ES;27/08/2021;27/08/2021;47.19;
26/08/2021;GMAES;PVB;ES;01/09/2021;30/09/2021;46.7;
26/08/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;47.45;
26/08/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;32.95;
25/08/2021;GDAES_D+1;PVB;ES;26/08/2021;26/08/2021;47.18;
25/08/2021;GMAES;PVB;ES;01/09/2021;30/09/2021;45.78;
25/08/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;47.3;
25/08/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;32.83;
24/08/2021;GDAES_D+1;PVB;ES;25/08/2021;25/08/2021;44.78;
24/08/2021;GMAES;PVB;ES;01/09/2021;30/09/2021;46.48;
24/08/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;47;
24/08/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;32.93;
23/08/2021;GDAES_D+1;PVB;ES;24/08/2021;24/08/2021;42;
23/08/2021;GMAES;PVB;ES;01/09/2021;30/09/2021;42.88;
23/08/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;48.2;
23/08/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;31.59;
22/08/2021;GDAES_D+1;PVB;ES;23/08/2021;23/08/2021;41.88;
21/08/2021;GDAES_D+1;PVB;ES;22/08/2021;22/08/2021;41.37;
20/08/2021;GDAES_D+1;PVB;ES;21/08/2021;21/08/2021;42.47;
20/08/2021;GMAES;PVB;ES;01/09/2021;30/09/2021;42.45;
20/08/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;48.2;
20/08/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;34.03;
19/08/2021;GDAES_D+1;PVB;ES;20/08/2021;20/08/2021;42.09;
19/08/2021;GMAES;PVB;ES;01/09/2021;30/09/2021;42.1;
19/08/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;48.2;
19/08/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;34.03;
18/08/2021;GDAES_D+1;PVB;ES;19/08/2021;19/08/2021;44.75;
18/08/2021;GMAES;PVB;ES;01/09/2021;30/09/2021;46.6;
18/08/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;48.2;
18/08/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;34.03;
17/08/2021;GDAES_D+1;PVB;ES;18/08/2021;18/08/2021;47.08;
17/08/2021;GMAES;PVB;ES;01/09/2021;30/09/2021;47.56;
17/08/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;48.2;
17/08/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;34.03;
16/08/2021;GDAES_D+1;PVB;ES;17/08/2021;17/08/2021;47.63;
16/08/2021;GMAES;PVB;ES;01/09/2021;30/09/2021;48.58;
16/08/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;49.45;
16/08/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;33.2;
15/08/2021;GDAES_D+1;PVB;ES;16/08/2021;16/08/2021;45.45;
14/08/2021;GDAES_D+1;PVB;ES;15/08/2021;15/08/2021;47.84;
13/08/2021;GDAES_D+1;PVB;ES;14/08/2021;14/08/2021;45.03;
13/08/2021;GMAES;PVB;ES;01/09/2021;30/09/2021;45.65;
13/08/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;46.4;
13/08/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;33.2;
12/08/2021;GDAES_D+1;PVB;ES;13/08/2021;13/08/2021;46.08;
12/08/2021;GMAES;PVB;ES;01/09/2021;30/09/2021;46.65;
12/08/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;47.4;
12/08/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;33.2;
11/08/2021;GDAES_D+1;PVB;ES;12/08/2021;12/08/2021;46.37;
11/08/2021;GMAES;PVB;ES;01/09/2021;30/09/2021;46.99;
11/08/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;47.95;
11/08/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;33.18;
10/08/2021;GDAES_D+1;PVB;ES;11/08/2021;11/08/2021;44.54;
10/08/2021;GMAES;PVB;ES;01/09/2021;30/09/2021;45.25;
10/08/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;45.93;
10/08/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;32.03;
09/08/2021;GDAES_D+1;PVB;ES;10/08/2021;10/08/2021;42.79;
09/08/2021;GMAES;PVB;ES;01/09/2021;30/09/2021;44.08;
09/08/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;44.75;
09/08/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;31.13;
08/08/2021;GDAES_D+1;PVB;ES;09/08/2021;09/08/2021;43.3;
07/08/2021;GDAES_D+1;PVB;ES;08/08/2021;08/08/2021;43.75;
06/08/2021;GDAES_D+1;PVB;ES;07/08/2021;07/08/2021;42.17;
06/08/2021;GMAES;PVB;ES;01/09/2021;30/09/2021;44;
06/08/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;44.3;
06/08/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;30.48;
05/08/2021;GDAES_D+1;PVB;ES;06/08/2021;06/08/2021;42.31;
05/08/2021;GMAES;PVB;ES;01/09/2021;30/09/2021;43.32;
05/08/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;44.3;
05/08/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;30.48;
04/08/2021;GDAES_D+1;PVB;ES;05/08/2021;05/08/2021;41.76;
04/08/2021;GMAES;PVB;ES;01/09/2021;30/09/2021;43.13;
04/08/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;43.3;
04/08/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;29.38;
03/08/2021;GDAES_D+1;PVB;ES;04/08/2021;04/08/2021;41.77;
03/08/2021;GMAES;PVB;ES;01/09/2021;30/09/2021;42.5;
03/08/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;42.7;
03/08/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;28.58;
02/08/2021;GDAES_D+1;PVB;ES;03/08/2021;03/08/2021;41.77;
02/08/2021;GMAES;PVB;ES;01/09/2021;30/09/2021;43.13;
02/08/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;43.1;
02/08/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;28.63;
01/08/2021;GDAES_D+1;PVB;ES;02/08/2021;02/08/2021;41.27;
31/07/2021;GDAES_D+1;PVB;ES;01/08/2021;01/08/2021;39.4;
30/07/2021;GDAES_D+1;PVB;ES;31/07/2021;31/07/2021;39.62;
30/07/2021;GMAES;PVB;ES;01/08/2021;31/08/2021;40.98;
30/07/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;42.05;
30/07/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;28.38;
29/07/2021;GDAES_D+1;PVB;ES;30/07/2021;30/07/2021;40.4;
29/07/2021;GMAES;PVB;ES;01/08/2021;31/08/2021;42;
29/07/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;42.4;
29/07/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;28.28;
28/07/2021;GDAES_D+1;PVB;ES;29/07/2021;29/07/2021;39.12;
28/07/2021;GMAES;PVB;ES;01/08/2021;31/08/2021;40;
28/07/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;40.15;
28/07/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;26.83;
27/07/2021;GDAES_D+1;PVB;ES;28/07/2021;28/07/2021;37.84;
27/07/2021;GMAES;PVB;ES;01/08/2021;31/08/2021;37.98;
27/07/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;38.45;
27/07/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;26.83;
26/07/2021;GDAES_D+1;PVB;ES;27/07/2021;27/07/2021;37.96;
26/07/2021;GMAES;PVB;ES;01/08/2021;31/08/2021;37.35;
26/07/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;38.45;
26/07/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;26.83;
25/07/2021;GDAES_D+1;PVB;ES;26/07/2021;26/07/2021;38.85;
24/07/2021;GDAES_D+1;PVB;ES;25/07/2021;25/07/2021;35.92;
23/07/2021;GDAES_D+1;PVB;ES;24/07/2021;24/07/2021;34.87;
23/07/2021;GMAES;PVB;ES;01/08/2021;31/08/2021;35.8;
23/07/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;36.9;
23/07/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;26.28;
22/07/2021;GDAES_D+1;PVB;ES;23/07/2021;23/07/2021;36.88;
22/07/2021;GMAES;PVB;ES;01/08/2021;31/08/2021;36.43;
22/07/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;37.25;
22/07/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;26.13;
21/07/2021;GDAES_D+1;PVB;ES;22/07/2021;22/07/2021;37.28;
21/07/2021;GMAES;PVB;ES;01/08/2021;31/08/2021;36.3;
21/07/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;37.3;
21/07/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;26.28;
20/07/2021;GDAES_D+1;PVB;ES;21/07/2021;21/07/2021;37.48;
20/07/2021;GMAES;PVB;ES;01/08/2021;31/08/2021;35.52;
20/07/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;36.85;
20/07/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;25.93;
19/07/2021;GDAES_D+1;PVB;ES;20/07/2021;20/07/2021;37.57;
19/07/2021;GMAES;PVB;ES;01/08/2021;31/08/2021;36.31;
19/07/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;37.35;
19/07/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;26.28;
18/07/2021;GDAES_D+1;PVB;ES;19/07/2021;19/07/2021;36.23;
17/07/2021;GDAES_D+1;PVB;ES;18/07/2021;18/07/2021;35.2;
16/07/2021;GDAES_D+1;PVB;ES;17/07/2021;17/07/2021;34.25;
16/07/2021;GMAES;PVB;ES;01/08/2021;31/08/2021;35.36;
16/07/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;35.15;
16/07/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;25.78;
15/07/2021;GDAES_D+1;PVB;ES;16/07/2021;16/07/2021;33.8;
15/07/2021;GMAES;PVB;ES;01/08/2021;31/08/2021;34.41;
15/07/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;35.15;
15/07/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;25.78;
14/07/2021;GDAES_D+1;PVB;ES;15/07/2021;15/07/2021;33.8;
14/07/2021;GMAES;PVB;ES;01/08/2021;31/08/2021;34.5;
14/07/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;35.55;
14/07/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;26.23;
13/07/2021;GDAES_D+1;PVB;ES;14/07/2021;14/07/2021;35.09;
13/07/2021;GMAES;PVB;ES;01/08/2021;31/08/2021;35.78;
13/07/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;36.8;
13/07/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;26.63;
12/07/2021;GDAES_D+1;PVB;ES;13/07/2021;13/07/2021;34.95;
12/07/2021;GMAES;PVB;ES;01/08/2021;31/08/2021;35.3;
12/07/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;36.15;
12/07/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;26.43;
11/07/2021;GDAES_D+1;PVB;ES;12/07/2021;12/07/2021;37;
10/07/2021;GDAES_D+1;PVB;ES;11/07/2021;11/07/2021;36.53;
09/07/2021;GDAES_D+1;PVB;ES;10/07/2021;10/07/2021;35.63;
09/07/2021;GMAES;PVB;ES;01/08/2021;31/08/2021;37.7;
09/07/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;37.9;
09/07/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;27.35;
08/07/2021;GDAES_D+1;PVB;ES;09/07/2021;09/07/2021;34.8;
08/07/2021;GMAES;PVB;ES;01/08/2021;31/08/2021;34.35;
08/07/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;39.02;
08/07/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;26;
07/07/2021;GDAES_D+1;PVB;ES;08/07/2021;08/07/2021;35.33;
07/07/2021;GMAES;PVB;ES;01/08/2021;31/08/2021;35.55;
07/07/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;39.02;
07/07/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;26.6;
06/07/2021;GDAES_D+1;PVB;ES;07/07/2021;07/07/2021;35.65;
06/07/2021;GMAES;PVB;ES;01/08/2021;31/08/2021;34.5;
06/07/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;39.02;
06/07/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;27.43;
05/07/2021;GDAES_D+1;PVB;ES;06/07/2021;06/07/2021;36.51;
05/07/2021;GMAES;PVB;ES;01/08/2021;31/08/2021;38.73;
05/07/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;39.02;
05/07/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;27.43;
04/07/2021;GDAES_D+1;PVB;ES;05/07/2021;05/07/2021;37.04;
03/07/2021;GDAES_D+1;PVB;ES;04/07/2021;04/07/2021;34;
02/07/2021;GDAES_D+1;PVB;ES;03/07/2021;03/07/2021;35.74;
02/07/2021;GMAES;PVB;ES;01/08/2021;31/08/2021;36.88;
02/07/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;36.9;
02/07/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;26.73;
01/07/2021;GDAES_D+1;PVB;ES;02/07/2021;02/07/2021;38.58;
01/07/2021;GMAES;PVB;ES;01/08/2021;31/08/2021;36.8;
01/07/2021;GQES_Q+1;PVB;ES;01/10/2021;31/12/2021;37.25;
01/07/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;27.1;
30/06/2021;GDAES_D+1;PVB;ES;01/07/2021;01/07/2021;35;
30/06/2021;GMAES;PVB;ES;01/07/2021;31/07/2021;35.4;
30/06/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;26.23;
29/06/2021;GDAES_D+1;PVB;ES;30/06/2021;30/06/2021;33.33;
29/06/2021;GMAES;PVB;ES;01/07/2021;31/07/2021;33.99;
29/06/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;34;
29/06/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;25.8;
28/06/2021;GDAES_D+1;PVB;ES;29/06/2021;29/06/2021;32.05;
28/06/2021;GMAES;PVB;ES;01/07/2021;31/07/2021;33.15;
28/06/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;32.85;
28/06/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;25.08;
27/06/2021;GDAES_D+1;PVB;ES;28/06/2021;28/06/2021;31.85;
26/06/2021;GDAES_D+1;PVB;ES;27/06/2021;27/06/2021;31.92;
25/06/2021;GDAES_D+1;PVB;ES;26/06/2021;26/06/2021;31.1;
25/06/2021;GMAES;PVB;ES;01/07/2021;31/07/2021;32.68;
25/06/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;32.7;
25/06/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;25.18;
24/06/2021;GDAES_D+1;PVB;ES;25/06/2021;25/06/2021;31.26;
24/06/2021;GMAES;PVB;ES;01/07/2021;31/07/2021;32.55;
24/06/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;32.5;
24/06/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;24.9;
23/06/2021;GDAES_D+1;PVB;ES;24/06/2021;24/06/2021;31.36;
23/06/2021;GMAES;PVB;ES;01/07/2021;31/07/2021;32.13;
23/06/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;32.1;
23/06/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;24.63;
22/06/2021;GDAES_D+1;PVB;ES;23/06/2021;23/06/2021;30.41;
22/06/2021;GMAES;PVB;ES;01/07/2021;31/07/2021;31.22;
22/06/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;31.2;
22/06/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;24.05;
21/06/2021;GDAES_D+1;PVB;ES;22/06/2021;22/06/2021;29.41;
21/06/2021;GMAES;PVB;ES;01/07/2021;31/07/2021;30.3;
21/06/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;30.35;
21/06/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;23.53;
20/06/2021;GDAES_D+1;PVB;ES;21/06/2021;21/06/2021;29.81;
19/06/2021;GDAES_D+1;PVB;ES;20/06/2021;20/06/2021;27.94;
18/06/2021;GDAES_D+1;PVB;ES;19/06/2021;19/06/2021;28.52;
18/06/2021;GMAES;PVB;ES;01/07/2021;31/07/2021;30.15;
18/06/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;30.25;
18/06/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;23.53;
17/06/2021;GDAES_D+1;PVB;ES;18/06/2021;18/06/2021;28.98;
17/06/2021;GMAES;PVB;ES;01/07/2021;31/07/2021;29.53;
17/06/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;29.5;
17/06/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;22.93;
16/06/2021;GDAES_D+1;PVB;ES;17/06/2021;17/06/2021;29.11;
16/06/2021;GMAES;PVB;ES;01/07/2021;31/07/2021;28.95;
16/06/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;29.2;
16/06/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;22.68;
15/06/2021;GDAES_D+1;PVB;ES;16/06/2021;16/06/2021;28.8;
15/06/2021;GMAES;PVB;ES;01/07/2021;31/07/2021;28.95;
15/06/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;29;
15/06/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;22.73;
14/06/2021;GDAES_D+1;PVB;ES;15/06/2021;15/06/2021;29.16;
14/06/2021;GMAES;PVB;ES;01/07/2021;31/07/2021;29.5;
14/06/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;29.6;
14/06/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;23.13;
13/06/2021;GDAES_D+1;PVB;ES;14/06/2021;14/06/2021;28.75;
12/06/2021;GDAES_D+1;PVB;ES;13/06/2021;13/06/2021;27;
11/06/2021;GDAES_D+1;PVB;ES;12/06/2021;12/06/2021;26.99;
11/06/2021;GMAES;PVB;ES;01/07/2021;31/07/2021;28.85;
11/06/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;29.34;
11/06/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;22.98;
10/06/2021;GDAES_D+1;PVB;ES;11/06/2021;11/06/2021;27.9;
10/06/2021;GMAES;PVB;ES;01/07/2021;31/07/2021;28.48;
10/06/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;29.34;
10/06/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;22.98;
09/06/2021;GDAES_D+1;PVB;ES;10/06/2021;10/06/2021;28.01;
09/06/2021;GMAES;PVB;ES;01/07/2021;31/07/2021;29.05;
09/06/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;28.98;
09/06/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;22.88;
08/06/2021;GDAES_D+1;PVB;ES;09/06/2021;09/06/2021;27.64;
08/06/2021;GMAES;PVB;ES;01/07/2021;31/07/2021;28.5;
08/06/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;28.55;
08/06/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;22.53;
07/06/2021;GDAES_D+1;PVB;ES;08/06/2021;08/06/2021;26.42;
07/06/2021;GMAES;PVB;ES;01/07/2021;31/07/2021;27.42;
07/06/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;27.45;
07/06/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;22.18;
06/06/2021;GDAES_D+1;PVB;ES;07/06/2021;07/06/2021;26.35;
05/06/2021;GDAES_D+1;PVB;ES;06/06/2021;06/06/2021;25.57;
04/06/2021;GDAES_D+1;PVB;ES;05/06/2021;05/06/2021;25.4;
04/06/2021;GMAES;PVB;ES;01/07/2021;31/07/2021;26.63;
04/06/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;26.53;
04/06/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;21.73;
03/06/2021;GDAES_D+1;PVB;ES;04/06/2021;04/06/2021;24.93;
03/06/2021;GMAES;PVB;ES;01/07/2021;31/07/2021;26.53;
03/06/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;26.53;
03/06/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;21.63;
02/06/2021;GDAES_D+1;PVB;ES;03/06/2021;03/06/2021;25.63;
02/06/2021;GMAES;PVB;ES;01/07/2021;31/07/2021;26.4;
02/06/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;26.28;
02/06/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;21.53;
01/06/2021;GDAES_D+1;PVB;ES;02/06/2021;02/06/2021;26.3;
01/06/2021;GMAES;PVB;ES;01/07/2021;31/07/2021;26.73;
01/06/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;26.5;
01/06/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;21.98;
31/05/2021;GDAES_D+1;PVB;ES;01/06/2021;01/06/2021;26.08;
31/05/2021;GMAES;PVB;ES;01/06/2021;30/06/2021;25.85;
31/05/2021;GQES_Q+1;PVB;ES;01/07/2021;30/09/2021;25.55;
31/05/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;21.68;
30/05/2021;GDAES_D+1;PVB;ES;31/05/2021;31/05/2021;27.1;
29/05/2021;GDAES_D+1;PVB;ES;30/05/2021;30/05/2021;24.37;
